date ,open ,high,low,close,adj close,volume,day 
"May 5, 2023",154.49,157.77,154.17,156.3,149.03,"2,186,900",914
"May 4, 2023",154.18,154.5,150.87,152.53,145.44,"2,653,600",913
"May 3, 2023",155.32,158.62,154.34,154.57,147.38,"2,385,700",912
"May 2, 2023",156.55,156.8,153.57,155.72,148.48,"2,277,400",911
"May 1, 2023",157.68,158.75,156.34,157.12,149.81,"1,964,500",910
"Apr 28, 2023",158.65,159.66,155.95,157.75,150.41,"3,432,600",909
"Apr 27, 2023",156.23,158.6,155.13,158.15,150.8,"3,037,900",908
"Apr 26, 2023",156.95,158.61,154.79,155.45,148.22,"3,077,400",907
"Apr 25, 2023",163.95,164.11,157.33,157.61,150.28,"2,723,300",906
"Apr 24, 2023",162.31,164.2,162.31,163.94,156.32,"2,313,100",905
"Apr 21, 2023",161.32,164.53,160.94,162.18,154.64,"2,743,600",904
"Apr 20, 2023",160.92,162.49,159.78,160.28,152.83,"2,809,900",903
"Apr 19, 2023",160.75,162.85,160.21,162.51,154.95,"2,183,700",902
"Apr 18, 2023",162.95,163.03,161.99,162.4,154.85,"2,195,400",901
"Apr 17, 2023",161.51,163.08,161.24,162.7,155.13,"2,566,500",900
"Apr 14, 2023",163,165.47,159.89,161,153.51,"2,370,100",899
"Apr 13, 2023",164.04,164.94,161.7,163.27,155.68,"2,464,600",898
"Apr 12, 2023",170.46,170.77,163.19,163.51,155.91,"3,900,300",897
"Apr 11, 2023",169.71,171.24,169.38,169.58,161.69,"2,155,500",896
"Apr 10, 2023",165.08,169.68,164.59,169,161.14,"2,724,400",895
"Apr 6, 2023",162.57,165.84,160.68,165.58,157.88,"2,552,900",894
"Apr 5, 2023",165.8,166.99,164.06,165.24,157.56,"2,762,100",893
"Apr 4, 2023",165.71,167.02,164.95,166.05,158.33,"2,350,500",892
"Apr 3, 2023",166.4,167.96,165.33,166.06,158.34,"2,744,400",891
"Mar 31, 2023",161.5,165.83,160.95,165.63,157.93,"3,094,100",890
"Mar 30, 2023",159.8,161.41,159.67,160.27,152.82,"2,237,400",889
"Mar 29, 2023",160.89,161,155.92,158.11,150.76,"4,219,400",888
"Mar 28, 2023",159.05,161.26,158.1,159.77,152.34,"2,910,600",887
"Mar 27, 2023",157.34,160.04,156.48,159.38,151.97,"3,078,700",886
"Mar 24, 2023",154.72,156.57,152.68,156.22,148.96,"2,703,700",885
"Mar 23, 2023",158.75,159.24,154.45,156.12,148.86,"2,791,700",884
"Mar 22, 2023",162.9,163.11,157.37,157.47,150.15,"2,909,900",883
"Mar 21, 2023",164.23,164.77,161.48,162.71,155.14,"2,497,200",882
"Mar 20, 2023",159.37,163.37,159.26,163.24,155.65,"2,875,800",881
"Mar 17, 2023",162.73,163.46,158.29,159.36,151.95,"13,175,000",880
"Mar 16, 2023",157.55,163.24,157.23,163.05,155.47,"2,510,100",879
"Mar 15, 2023",156.33,159.86,156.1,159.13,151.73,"2,633,900",878
"Mar 14, 2023",159.77,160.32,156.55,158.37,151.01,"2,574,200",877
"Mar 13, 2023",156.32,160.73,156.23,157.92,150.58,"2,342,500",876
"Mar 10, 2023",160.27,161.87,157.51,158.18,150.82,"2,754,200",875
"Mar 9, 2023",164.31,164.7,160.47,160.64,153.17,"1,872,200",874
"Mar 8, 2023",162.9,163.73,162.17,163.51,155.91,"1,752,700",873
"Mar 7, 2023",165.83,166.62,162.58,162.82,155.25,"2,410,800",872
"Mar 6, 2023",166.59,166.76,164.52,165.2,157.52,"2,220,900",871
"Mar 3, 2023",166.15,166.21,164.32,166,158.28,"2,318,600",870
"Mar 2, 2023",161.21,165.99,160.95,165.94,158.22,"2,829,200",869
"Mar 1, 2023",168.16,168.4,160.8,162.4,154.85,"5,835,700",868
"Feb 28, 2023",168.73,172.67,167.1,168.5,160.66,"10,669,300",867
"Feb 27, 2023",168.67,169.87,165.48,166.81,159.05,"5,245,000",866
"Feb 24, 2023",164.08,167.43,163,166.96,159.2,"2,888,800",865
"Feb 23, 2023",165.9,165.9,161.87,165.5,157.8,"2,718,500",864
"Feb 22, 2023",165.6,169.3,165.2,165.72,158.01,"2,941,000",863
"Feb 21, 2023",169.52,170.99,166.17,166.22,158.49,"4,133,600",862
"Feb 17, 2023",173.35,173.52,170.89,173.22,165.16,"2,678,100",861
"Feb 16, 2023",174.2,177.29,173.77,174.54,166.42,"2,318,700",860
"Feb 15, 2023",170.01,176.29,169.95,176.02,167.83,"2,954,400",859
"Feb 14, 2023",171.55,172.98,168.84,171.17,163.21,"2,418,400",858
"Feb 13, 2023",170.99,173.5,170.33,173.32,164.23,"2,432,600",857
"Feb 10, 2023",170.32,171.2,168.79,170.02,161.1,"1,841,400",856
"Feb 9, 2023",172.7,174.02,170.56,171.37,162.38,"1,656,100",855
"Feb 8, 2023",173.52,173.97,171.51,171.79,162.78,"2,037,000",854
"Feb 7, 2023",173.55,175.44,171.94,174.76,165.59,"2,256,700",853
"Feb 6, 2023",174.69,175.38,171.72,173.84,164.72,"2,642,700",852
"Feb 3, 2023",177.27,179.07,175.2,176.76,167.49,"2,941,600",851
"Feb 2, 2023",177.71,181.7,176.9,181.02,171.53,"4,003,800",850
"Feb 1, 2023",172.11,177.68,169.91,177.08,167.79,"4,022,200",849
"Jan 31, 2023",168.12,172.22,168.12,172.14,163.11,"3,716,000",848
"Jan 30, 2023",167,169.59,165.74,168.68,159.83,"3,453,500",847
"Jan 27, 2023",168,170.32,166.79,168.51,159.67,"3,850,300",846
"Jan 26, 2023",165.7,167.1,164.48,167.03,158.27,"2,079,100",845
"Jan 25, 2023",162.5,164.21,160.64,164.21,155.6,"2,248,200",844
"Jan 24, 2023",169.82,169.82,163.26,163.55,154.97,"1,902,000",843
"Jan 23, 2023",162.21,165.49,161.35,164.63,156,"2,371,400",842
"Jan 20, 2023",159.63,162.75,158.5,162.21,153.7,"3,122,000",841
"Jan 19, 2023",159.5,160.61,157.53,159.1,150.76,"2,881,300",840
"Jan 18, 2023",163.41,165.19,160.63,160.83,152.4,"2,798,100",839
"Jan 17, 2023",164.49,165.69,162.07,162.1,153.6,"3,527,900",838
"Jan 13, 2023",159.32,164.93,159.13,164.6,155.97,"5,161,200",837
"Jan 12, 2023",160,160.25,156.48,159.75,151.37,"3,222,600",836
"Jan 11, 2023",157.15,159,155.9,158.97,150.63,"3,146,800",835
"Jan 10, 2023",157.42,157.54,154.84,155.97,147.79,"2,554,900",834
"Jan 9, 2023",159.88,160.37,156.34,156.35,148.15,"3,853,800",833
"Jan 6, 2023",157.65,161.06,156.88,160.15,151.75,"4,944,200",832
"Jan 5, 2023",152.21,154.51,150.29,154.26,146.17,"3,266,000",831
"Jan 4, 2023",148.26,154.32,147.68,152.72,144.71,"4,443,300",830
"Jan 3, 2023",149.98,152.64,149.58,151.73,143.77,"3,685,200",829
"Dec 30, 2022",147.23,149.08,146.8,149.04,141.22,"2,391,100",828
"Dec 29, 2022",146.97,149.66,146.88,148.37,140.59,"2,829,000",827
"Dec 28, 2022",145.31,147.22,144.85,145.8,138.15,"2,623,200",826
"Dec 27, 2022",143,146.28,142.4,145.55,137.92,"3,112,500",825
"Dec 23, 2022",140.86,143.27,139.88,143.15,135.64,"2,464,800",824
"Dec 22, 2022",141.5,141.71,139.68,141.35,133.94,"3,846,500",823
"Dec 21, 2022",142.26,144.19,141.97,142.3,134.84,"3,510,200",822
"Dec 20, 2022",142.9,143.96,142.45,143.25,135.74,"3,175,400",821
"Dec 19, 2022",146.6,147,143.56,144.65,137.06,"4,186,700",820
"Dec 16, 2022",146.05,147.66,145.55,146.45,138.77,"8,367,000",819
"Dec 15, 2022",149.86,150,145.32,147.6,139.86,"5,415,500",818
"Dec 14, 2022",150.5,154.65,150.14,152.51,144.51,"3,749,100",817
"Dec 13, 2022",153.2,154.1,149.7,150.87,142.96,"4,178,900",816
"Dec 12, 2022",150.5,150.68,148.43,150.03,142.16,"4,433,800",815
"Dec 9, 2022",153.41,154.72,152.12,152.28,144.29,"2,905,900",814
"Dec 8, 2022",154.04,155.26,153.17,154.21,146.12,"3,107,100",813
"Dec 7, 2022",153.5,155.69,153.39,153.76,145.7,"3,685,200",812
"Dec 6, 2022",155.82,156.68,153.28,155.05,146.92,"4,721,800",811
"Dec 5, 2022",162.89,162.89,154.79,154.93,146.8,"6,233,200",810
"Dec 2, 2022",163.31,164.86,162.45,164.16,155.55,"3,442,900",809
"Dec 1, 2022",166.47,167.43,163.05,165.03,156.38,"4,989,200",808
"Nov 30, 2022",165.88,167.23,162.74,167.07,158.31,"11,376,700",807
"Nov 29, 2022",164.43,166.97,161.51,166.37,157.64,"5,231,700",806
"Nov 28, 2022",162.81,166.89,162.81,165.37,156.7,"4,624,100",805
"Nov 25, 2022",163.5,163.96,161.6,163.38,154.81,"1,883,000",804
"Nov 23, 2022",158.48,164.14,158.25,163.41,154.84,"4,833,500",803
"Nov 22, 2022",158.79,159.91,155.75,157.86,149.58,"6,364,100",802
"Nov 21, 2022",161.08,161.93,156.77,158.02,149.73,"5,964,700",801
"Nov 18, 2022",161.98,164.7,160,162.88,154.34,"7,280,900",800
"Nov 17, 2022",153.48,162.18,152.72,162.01,153.51,"11,300,500",799
"Nov 16, 2022",149.85,158.49,148.75,155.47,147.32,"36,731,500",798
"Nov 15, 2022",177,180.46,176.9,178.98,169.59,"8,606,000",797
"Nov 14, 2022",172.64,176.8,172.35,173.26,163.15,"5,753,800",796
"Nov 11, 2022",165.12,174.83,164.95,173.32,163.21,"5,828,300",795
"Nov 10, 2022",158.94,164.55,158.39,164.38,154.79,"4,962,900",794
"Nov 9, 2022",161.08,161.59,152.5,152.99,144.06,"4,018,400",793
"Nov 8, 2022",161.32,164.66,159.81,161.62,152.19,"3,284,600",792
"Nov 7, 2022",161.24,161.41,158,159.87,150.54,"2,424,100",791
"Nov 4, 2022",162.41,162.75,156.26,159.63,150.32,"2,653,500",790
"Nov 3, 2022",157.98,160.79,157.75,159.8,150.48,"3,041,600",789
"Nov 2, 2022",164.58,165.89,160.08,160.2,150.85,"3,377,900",788
"Nov 1, 2022",166.44,166.98,162.57,164.59,154.99,"3,051,000",787
"Oct 31, 2022",166,167.36,164.02,164.25,154.67,"3,792,500",786
"Oct 28, 2022",166.26,167.94,163.04,167.52,157.75,"3,066,800",785
"Oct 27, 2022",168.22,170.3,166.8,166.9,157.16,"2,957,400",784
"Oct 26, 2022",167.84,170.75,165.32,166.77,157.04,"3,453,500",783
"Oct 25, 2022",162.8,166.31,161.99,165.8,156.13,"4,177,900",782
"Oct 24, 2022",160.3,162.9,159.63,161.82,152.38,"2,974,100",781
"Oct 21, 2022",154.54,159.26,154.3,159.19,149.9,"3,508,300",780
"Oct 20, 2022",155.98,159.16,153.42,154.4,145.39,"3,079,800",779
"Oct 19, 2022",157.19,158.19,154.13,155.39,146.32,"2,611,500",778
"Oct 18, 2022",155.53,161.13,155.01,157.23,148.06,"5,563,400",777
"Oct 17, 2022",147.74,151,146.68,149.25,140.54,"3,177,400",776
"Oct 14, 2022",154.48,155.19,145.19,145.69,137.19,"4,762,800",775
"Oct 13, 2022",151.21,156.06,148.87,154.12,145.13,"3,393,900",774
"Oct 12, 2022",154.74,157,154.04,154.16,145.16,"2,265,100",773
"Oct 11, 2022",153.5,157.72,152.71,154.5,145.48,"2,408,100",772
"Oct 10, 2022",152.98,153.88,150.48,153.1,144.17,"2,055,800",771
"Oct 7, 2022",154.34,154.52,150.72,152.34,143.45,"2,771,900",770
"Oct 6, 2022",157.46,159,155.48,155.75,146.66,"2,603,400",769
"Oct 5, 2022",155,157.55,153.41,156.41,147.28,"2,491,700",768
"Oct 4, 2022",154.7,158.29,154.34,156.96,147.8,"3,028,600",767
"Oct 3, 2022",149.67,152.62,148.39,151.79,142.93,"2,847,500",766
"Sep 30, 2022",151.59,152.23,145.5,148.39,139.73,"4,328,300",765
"Sep 29, 2022",154.2,154.75,150.9,151.79,142.93,"3,170,400",764
"Sep 28, 2022",149.54,156.95,149.31,155.87,146.77,"4,254,000",763
"Sep 27, 2022",150.47,152.26,146.86,148.47,139.81,"2,941,400",762
"Sep 26, 2022",151.56,152.51,147.37,148.71,140.03,"3,967,800",761
"Sep 23, 2022",151.95,152.78,149.71,152.61,143.71,"3,796,600",760
"Sep 22, 2022",158.24,158.43,152.64,152.96,144.03,"3,984,700",759
"Sep 21, 2022",161,163.82,159.03,159.03,149.75,"2,809,500",758
"Sep 20, 2022",163.3,163.75,158.22,160.03,150.69,"3,019,600",757
"Sep 19, 2022",163,165.09,162.03,164.76,155.15,"2,607,200",756
"Sep 16, 2022",162.73,165.64,161.71,164.09,154.52,"4,843,500",755
"Sep 15, 2022",165.45,168.99,164.7,165.01,155.38,"2,909,300",754
"Sep 14, 2022",167.86,168.88,163.4,165.38,155.73,"3,618,800",753
"Sep 13, 2022",170.05,171.75,165.69,166.24,156.54,"3,585,400",752
"Sep 12, 2022",175.11,176.13,173.14,173.85,163.71,"3,024,600",751
"Sep 9, 2022",171.75,174.57,171.54,173.65,163.52,"3,379,500",750
"Sep 8, 2022",169.07,172.21,168.72,171.9,161.87,"2,817,100",749
"Sep 7, 2022",163.22,171.72,162.78,170.79,160.82,"5,206,400",748
"Sep 6, 2022",164.51,164.79,159.33,163.58,154.03,"4,530,300",747
"Sep 2, 2022",165.51,166.34,163.29,164.6,155,"3,563,200",746
"Sep 1, 2022",159.29,164.9,158.1,164.84,155.22,"4,021,400",745
"Aug 31, 2022",161.25,161.31,158.26,160.34,150.98,"4,901,300",744
"Aug 30, 2022",158.7,161.09,157.18,160.78,151.4,"3,249,700",743
"Aug 29, 2022",159.25,160.45,158.16,158.69,149.43,"2,531,100",742
"Aug 26, 2022",168.01,168.12,160.6,160.62,151.25,"3,607,600",741
"Aug 25, 2022",162.63,167.55,161.6,167.5,157.73,"3,071,400",740
"Aug 24, 2022",162.07,164.54,159.72,163.13,153.61,"3,407,100",739
"Aug 23, 2022",161.94,162.82,160.15,161.97,152.52,"3,795,100",738
"Aug 22, 2022",165.07,165.98,161.36,161.96,152.51,"4,630,100",737
"Aug 19, 2022",171.83,171.92,166.79,167.04,157.29,"5,015,800",736
"Aug 18, 2022",173.98,175.14,171.58,173.05,162.95,"4,241,300",735
"Aug 17, 2022",174.16,177.99,170.83,175.34,165.11,"13,409,000",734
"Aug 16, 2022",177.11,183.89,175.56,180.19,169.68,"9,057,600",733
"Aug 15, 2022",171.83,174.16,170.2,173.39,162.26,"3,788,600",732
"Aug 12, 2022",171.07,172.49,170.05,172.48,161.4,"2,357,300",731
"Aug 11, 2022",171.07,172.99,168.88,169.6,158.71,"4,278,800",730
"Aug 10, 2022",169.04,172.93,167.75,169.67,158.77,"4,539,900",729
"Aug 9, 2022",165.77,166.08,163.91,165.12,154.52,"2,608,600",728
"Aug 8, 2022",166.66,170.99,166.43,166.97,156.25,"2,806,400",727
"Aug 5, 2022",165.05,166.9,164.4,166.13,155.46,"2,205,400",726
"Aug 4, 2022",167.63,168.5,165.73,166.56,155.86,"3,157,600",725
"Aug 3, 2022",164.38,169.65,164.38,167.92,157.14,"4,057,000",724
"Aug 2, 2022",164.52,166.33,163.29,163.48,152.98,"3,109,400",723
"Aug 1, 2022",168.64,169.11,165.35,165.55,154.92,"4,534,700",722
"Jul 29, 2022",160,164.04,158.53,163.38,152.89,"5,523,000",721
"Jul 28, 2022",155.1,160.06,154.67,159.42,149.18,"3,114,000",720
"Jul 27, 2022",153,155.84,150.8,154.6,144.67,"3,609,300",719
"Jul 26, 2022",149.73,152.62,149.5,151.81,142.06,"4,620,000",718
"Jul 25, 2022",158.4,158.48,156.61,157.49,147.38,"2,328,000",717
"Jul 22, 2022",159.35,160.79,156.63,157.74,147.61,"2,779,800",716
"Jul 21, 2022",156.48,158.75,154.99,158.66,148.47,"3,105,200",715
"Jul 20, 2022",153.8,156.61,152.21,156.5,146.45,"3,248,100",714
"Jul 19, 2022",151.35,153.54,149.76,153.36,143.51,"3,155,900",713
"Jul 18, 2022",148.55,152.78,147.78,149.36,139.77,"4,362,700",712
"Jul 15, 2022",147.92,148.68,145.85,146.67,137.25,"3,831,500",711
"Jul 14, 2022",143.54,146.55,142.92,146.29,136.9,"2,976,000",710
"Jul 13, 2022",142.66,147.33,142.23,145.44,136.1,"2,769,000",709
"Jul 12, 2022",146.66,149.66,143.6,144.56,135.28,"3,132,800",708
"Jul 11, 2022",147.99,148.71,145.79,146.39,136.99,"2,050,800",707
"Jul 8, 2022",149.89,150.03,147.46,147.99,138.49,"2,544,900",706
"Jul 7, 2022",145.78,150.13,145.24,149.96,140.33,"3,959,500",705
"Jul 6, 2022",145.46,146.08,143.03,144.81,135.51,"2,828,500",704
"Jul 5, 2022",141.41,146.06,139.3,145.71,136.35,"3,715,100",703
"Jul 1, 2022",140.76,142.5,139.5,142.38,133.24,"3,010,200",702
"Jun 30, 2022",140.18,143.23,137.16,141.23,132.16,"5,899,900",701
"Jun 29, 2022",144.21,144.49,141.32,141.9,132.79,"4,238,900",700
"Jun 28, 2022",150.44,151.31,144.33,144.52,135.24,"4,131,800",699
"Jun 27, 2022",151.16,151.93,148.03,149.61,140,"3,607,200",698
"Jun 24, 2022",147.17,151,146.48,150.42,140.76,"6,993,100",697
"Jun 23, 2022",141.82,147.3,140.83,146.81,137.38,"5,211,100",696
"Jun 22, 2022",143.19,144.32,140.24,140.81,131.77,"4,639,700",695
"Jun 21, 2022",141.55,145.7,140.85,144.7,135.41,"6,555,500",694
"Jun 17, 2022",141.08,141.8,138.58,139.3,130.35,"10,928,100",693
"Jun 16, 2022",144.92,147.08,142.01,142.89,133.71,"5,630,300",692
"Jun 15, 2022",142.52,149.27,142.11,147.44,137.97,"6,353,100",691
"Jun 14, 2022",144.88,146.43,141.29,142.7,133.54,"5,200,800",690
"Jun 13, 2022",146.53,147.39,143.87,144.81,135.51,"5,886,000",689
"Jun 10, 2022",151.51,152.72,149.63,149.67,140.06,"5,099,600",688
"Jun 9, 2022",156.75,158.29,154.49,154.55,144.63,"5,744,300",687
"Jun 8, 2022",154.43,159.63,153.35,156.7,146.64,"6,576,000",686
"Jun 7, 2022",148,157.95,147.15,155.98,145.96,"33,299,700",685
"Jun 6, 2022",161.4,162.05,158.75,159.67,149.42,"3,772,300",684
"Jun 3, 2022",159.19,162.86,159,161.04,150.7,"4,187,700",683
"Jun 2, 2022",156.56,161.06,156.08,160.91,150.58,"4,366,000",682
"Jun 1, 2022",161.88,163.16,156.48,156.52,146.47,"4,480,900",681
"May 31, 2022",166.51,166.79,161.43,161.88,151.48,"8,942,100",680
"May 27, 2022",163.24,167.2,163.2,167.14,156.41,"6,315,500",679
"May 26, 2022",157.98,163.33,157.85,163.2,152.72,"7,369,700",678
"May 25, 2022",150.24,156.98,149.52,156.42,146.38,"8,107,700",677
"May 24, 2022",151.58,152.09,145.51,149.95,140.32,"10,936,600",676
"May 23, 2022",154.99,156.11,153.28,153.9,144.02,"7,700,100",675
"May 20, 2022",153.62,155.8,150.89,155.36,145.38,"12,300,200",674
"May 19, 2022",161.27,161.43,151.28,153.43,143.58,"23,319,000",673
"May 18, 2022",163.07,168,155.2,161.61,151.23,"50,936,800",672
"May 17, 2022",210.63,215.58,209.13,215.28,201.46,"6,641,600",671
"May 16, 2022",220.11,221.65,216.27,219.25,204.33,"3,345,600",670
"May 13, 2022",219.99,223.3,217.81,219.73,204.78,"3,146,700",669
"May 12, 2022",213.36,220.82,213.06,217.27,202.48,"3,547,400",668
"May 11, 2022",219.4,220.92,212.38,213.49,198.96,"3,193,600",667
"May 10, 2022",226.59,228.75,216.69,219.11,204.2,"3,748,000",666
"May 9, 2022",223.2,228.18,222.32,224.2,208.94,"4,672,300",665
"May 6, 2022",225.85,229.66,222.65,225.21,209.88,"3,683,300",664
"May 5, 2022",235.61,235.86,228.3,230.76,215.06,"3,466,500",663
"May 4, 2022",231.85,238.59,229.14,237.43,221.27,"3,256,300",662
"May 3, 2022",231.04,234.49,229.5,232.54,216.71,"3,027,600",661
"May 2, 2022",230.15,233,225.16,229.78,214.14,"3,049,000",660
"Apr 29, 2022",234.49,235.83,228.21,228.65,213.09,"3,220,700",659
"Apr 28, 2022",234.43,237.62,230.78,236.39,220.3,"2,317,800",658
"Apr 27, 2022",236.45,237.53,230.47,230.97,215.25,"2,995,300",657
"Apr 26, 2022",239.56,242.5,236.41,236.5,220.4,"2,915,500",656
"Apr 25, 2022",239.99,242.92,238.27,241.66,225.21,"3,265,100",655
"Apr 22, 2022",246.55,247.2,241.43,241.68,225.23,"3,431,300",654
"Apr 21, 2022",250.85,254.87,247.61,248.17,231.28,"3,967,700",653
"Apr 20, 2022",248.62,250.97,246.44,249.32,232.35,"3,735,500",652
"Apr 19, 2022",240.31,247.2,239.47,246.05,229.3,"4,715,700",651
"Apr 18, 2022",235.54,241.26,235.08,239.39,223.1,"3,341,800",650
"Apr 14, 2022",233.91,238.19,233.11,237.2,221.06,"3,909,700",649
"Apr 13, 2022",230.3,235.19,229.51,233.82,217.91,"2,451,300",648
"Apr 12, 2022",232.3,235.41,230.39,231.34,215.6,"3,366,600",647
"Apr 11, 2022",233.26,235.96,228.91,229.31,213.7,"3,172,200",646
"Apr 8, 2022",233,236.07,230.62,233.34,217.46,"6,631,200",645
"Apr 7, 2022",219,229.81,218.43,228.19,212.66,"7,938,100",644
"Apr 6, 2022",211.67,217.09,211,215.94,201.24,"3,678,500",643
"Apr 5, 2022",213.49,218.37,213.18,214.79,200.17,"2,538,500",642
"Apr 4, 2022",210.19,214.61,206.19,214.41,199.82,"3,167,000",641
"Apr 1, 2022",213.32,214.13,209.61,210.54,196.21,"3,217,100",640
"Mar 31, 2022",218.33,220.2,212.06,212.22,197.78,"4,615,500",639
"Mar 30, 2022",221.67,223.69,220.63,221.96,206.85,"2,464,900",638
"Mar 29, 2022",222,224.57,220.2,222.93,207.76,"3,072,200",637
"Mar 28, 2022",218.06,219.52,216.45,219.52,204.58,"2,212,000",636
"Mar 25, 2022",218.05,219.93,216.33,218.61,203.73,"2,465,700",635
"Mar 24, 2022",217.03,218.71,216.16,217.04,202.27,"2,240,400",634
"Mar 23, 2022",222.27,222.73,215.94,216.72,201.97,"2,993,500",633
"Mar 22, 2022",223.71,224.63,221.75,222.77,207.61,"2,464,000",632
"Mar 21, 2022",226.03,228.46,221.32,223,207.82,"3,023,500",631
"Mar 18, 2022",218.89,226.14,218.08,226.05,210.67,"6,544,800",630
"Mar 17, 2022",215,220.9,214.48,220.63,205.61,"3,655,400",629
"Mar 16, 2022",216.93,218.7,211.74,215.59,200.92,"3,029,800",628
"Mar 15, 2022",210.51,216.2,210.51,215.35,200.69,"2,866,700",627
"Mar 14, 2022",208.21,210.91,204.95,208.76,194.55,"3,168,500",626
"Mar 11, 2022",215.66,216.53,206.8,206.97,192.88,"4,042,600",625
"Mar 10, 2022",213.6,215.48,210.08,214.78,200.16,"3,155,300",624
"Mar 9, 2022",213.72,218.42,213.44,216,201.3,"3,183,200",623
"Mar 8, 2022",211.23,213.91,206.7,208.81,194.6,"4,463,200",622
"Mar 7, 2022",224.1,224.61,210.57,211.04,196.68,"5,743,400",621
"Mar 4, 2022",222.73,225.09,221.64,224.1,208.85,"3,996,100",620
"Mar 3, 2022",226.12,229.19,222.37,223.84,208.61,"4,604,600",619
"Mar 2, 2022",222,226.12,218.66,224.9,209.59,"6,357,700",618
"Mar 1, 2022",226.83,227.1,218.55,219.43,204.5,"15,776,100",617
"Feb 28, 2022",197.36,201.18,195.84,199.77,186.17,"6,192,200",616
"Feb 25, 2022",191.51,199.5,191.32,199.22,185.66,"4,098,500",615
"Feb 24, 2022",184.49,191.76,184,191.55,178.51,"3,917,700",614
"Feb 23, 2022",196.9,197.87,189.61,189.9,176.98,"4,471,300",613
"Feb 22, 2022",202.63,203.18,194.5,196.35,182.99,"5,621,300",612
"Feb 18, 2022",204.52,206.63,203.48,204.39,190.48,"3,321,700",611
"Feb 17, 2022",206.59,206.95,203.87,204,190.12,"3,865,900",610
"Feb 16, 2022",206.88,208.85,204.8,207.81,193.67,"3,340,600",609
"Feb 15, 2022",209.32,209.32,205.8,207.18,193.08,"4,739,300",608
"Feb 14, 2022",211.19,211.5,205.71,208.57,193.54,"4,066,700",607
"Feb 11, 2022",214.16,214.75,210.79,211.56,196.31,"2,852,400",606
"Feb 10, 2022",214.38,217.5,212.71,213.84,198.43,"3,038,100",605
"Feb 9, 2022",214.99,217.18,214.05,216.64,201.02,"2,562,700",604
"Feb 8, 2022",211.08,214.66,210.65,212.95,197.6,"2,926,600",603
"Feb 7, 2022",214.73,215.16,210.3,211.29,196.06,"4,402,800",602
"Feb 4, 2022",214.12,215.5,210.54,214.04,198.61,"3,754,700",601
"Feb 3, 2022",214.25,218.32,212.57,213.22,197.85,"6,357,800",600
"Feb 2, 2022",218.26,220.09,215.33,217.61,201.92,"4,588,500",599
"Feb 1, 2022",221.99,222.52,216.33,219.23,203.43,"4,117,400",598
"Jan 31, 2022",216.91,220.73,216.33,220.43,204.54,"4,151,100",597
"Jan 28, 2022",214.29,217.79,210.52,217.67,201.98,"2,906,200",596
"Jan 27, 2022",215.33,217.32,211.39,212.18,196.89,"4,004,300",595
"Jan 26, 2022",215.62,217.17,210.38,211.71,196.45,"4,207,500",594
"Jan 25, 2022",218.36,218.68,212.91,214.68,199.21,"4,929,100",593
"Jan 24, 2022",215.39,221.03,211.92,220.58,204.68,"5,617,700",592
"Jan 21, 2022",220,220.89,214.22,217.25,201.59,"7,859,300",591
"Jan 20, 2022",225.02,229.31,221.14,221.72,205.74,"4,307,900",590
"Jan 19, 2022",221.75,228.3,220.64,223.84,207.71,"4,091,200",589
"Jan 18, 2022",218.78,220.95,217.28,220.01,204.15,"4,652,500",588
"Jan 14, 2022",222.42,224.3,218.39,221.4,205.44,"5,282,600",587
"Jan 13, 2022",225.28,226.8,223.75,225.83,209.55,"3,459,000",586
"Jan 12, 2022",228.19,230.14,224.1,224.47,208.29,"4,233,300",585
"Jan 11, 2022",228.09,228.71,224,227.55,211.15,"3,048,900",584
"Jan 10, 2022",228.53,228.64,223.02,227.42,211.03,"4,858,100",583
"Jan 7, 2022",230.18,233.2,229.1,230.78,214.15,"3,052,900",582
"Jan 6, 2022",222.74,232.66,222.74,231.35,214.67,"4,193,200",581
"Jan 5, 2022",234.81,236.33,228.77,228.86,212.36,"3,885,800",580
"Jan 4, 2022",232.01,235.64,231.57,234.17,217.29,"3,327,600",579
"Jan 3, 2022",231.07,232.28,228.76,231.95,215.23,"3,018,000",578
"Dec 31, 2021",232.77,233.62,229.22,231.44,214.76,"2,485,100",577
"Dec 30, 2021",228.8,233.87,228.8,231.91,215.19,"4,007,400",576
"Dec 29, 2021",225.37,229.57,225.37,227.92,211.49,"3,065,800",575
"Dec 28, 2021",224.45,227.5,223.64,224.91,208.7,"3,202,400",574
"Dec 27, 2021",222.1,224.69,220.86,224.1,207.95,"4,335,600",573
"Dec 23, 2021",218.55,222.14,218.29,221.01,205.08,"3,345,300",572
"Dec 22, 2021",219.8,221.28,217,217.74,202.05,"4,182,600",571
"Dec 21, 2021",219.88,220.78,216.48,220.07,204.21,"3,975,700",570
"Dec 20, 2021",221.03,221.5,214.6,219.19,203.39,"5,233,200",569
"Dec 17, 2021",224.83,226.29,221.47,223.31,207.21,"5,832,300",568
"Dec 16, 2021",235.96,236.65,224.49,224.78,208.58,"7,302,100",567
"Dec 15, 2021",233.6,236.82,231.55,236.65,219.59,"3,433,500",566
"Dec 14, 2021",230.91,236.16,230.91,235.28,218.32,"3,364,800",565
"Dec 13, 2021",237.92,238.52,232.4,234.17,217.29,"3,783,500",564
"Dec 10, 2021",237.16,239.75,236.69,238.18,221.01,"2,487,200",563
"Dec 9, 2021",239.11,239.7,235.83,237.56,220.44,"2,762,200",562
